cell_data.txt
DO NOT INSERT EMPTY LINES. KEEP THE FORMAT AS IT IS
 CELL     TYPE       X          Y      CO 
XQS8962  CT0704   1416.510   1002.000   S
XQV9207  CT0587   1679.500   1384.500   N
XQZ4827  CT0839   1392.460    910.200  FS
XRB8195  CT0589   1523.630    991.200   S
XRB8980  CT0587   1701.860   1168.500   N
XRD2021  CT0561   1725.260    700.500  FN
XRF6147  CT0587   1676.510    844.500   N
XRH3281  CT0587   1688.990    844.500   N
XRR4551  CT0587   1709.920    952.500   N
XRZ8997  CT0918   1129.080   1326.000   S
XSJ7359  CT0587   1677.680   1060.500   N
XSP7344  CT0704   1524.800   1088.400   S
XSW0071  CT0150   1123.360   1288.200   S
XSW8176  CT0196   1417.290   1018.200  FS
XSX6036  CT0587   1686.000    736.500   N
XTB3877  CT0629   1670.140   1564.500   N
XTK5122  CT0629   1670.530    556.500   N
XTU1309  CT0587   1680.670   1744.500   N
XUE0492  CT0704   1104.640   1261.200   S
XUL3216  CT0839   1504.000    985.800   S
XUP3526  CT0306   1424.440    306.300  FN
XUV5760  CT0704   1076.430   1363.800   S
XUV7310  CT0918   1530.520   1110.000  FS
XUY7075  CT0629   1669.880   1168.500   N
XVF9056  CT0839   1360.610    953.400  FS
XVH7562  CT0589   1454.600   1002.000   S
XVP3329  CT0064   1180.040   1336.800   S
XWD1305  CT0918   1024.040   1288.200   S
XWD3757  CT0587    368.450   1012.800   S
XWG8231  CT0587    693.840   1670.700  FN
XWJ5997  CT0918   1516.350   1104.600  FS
XWP6695  CT0587   1689.510   1132.500   N
XWX3375  CT0176   1536.890    877.800   S
XXA7093  CT0918   1531.430   1088.400  FS
XXZ7489  CT0704   1523.760   1110.000  FS
XXZ8005  CT0587   1709.530   1024.500   N
XYA0615  CT0847   1486.190    953.400   S
XYK0397  CT0587   1703.160   1420.500  FN
XYN3063  CT0623    340.630    991.200  FS
XYO5221  CT0587    482.070   1495.200   S
XYP7386  CT0587    664.850   1600.500  FN
XYT1915  CT0071   1373.740    877.800   S
XYV0032  CT0587   1694.060   1096.500   N
XYV1250  CT0704   1419.370    953.400   S
XYX0569  CT0587   1682.750   1384.500   N
XZD4975  CT0587   1711.090   1384.500  FN
XZI9927  CT0704   1076.040   1255.800   S
XZQ2964  CT0704   1167.040   1282.800   S
XZR6512  CT0704   1392.070    937.200  FS
XZX5908  CT0587   1720.060   1132.500   N
YAG3057  CT0587   1717.980   1636.500   N
YAH8662  CT0629    497.280   1253.100  FN
YAW5465  CT0587   1699.650   1096.500   N
YBE0420  CT0839   1117.640   1282.800  FS
YBF8474  CT0587   1708.360   1744.500  FN
YBK8508  CT0587    786.530   1610.400   S
YBS6929  CT0587    543.690   1602.300  FN
YCC0406  CT0589   1509.720   1002.000  FS
YCF8394  CT0587   1721.490   1744.500  FN
YCK4464  CT0587    550.320   1604.100  FN
YCO5663  CT0704   1536.110    872.400  FS
YCS1560  CT0704   1527.530    872.400   S
YCV3225  CT0839   1360.220    975.000   S
YCZ2427  CT0704   1537.280    926.400  FS
YDA9080  CT0839   1454.210   1066.800   S
YEA6818  CT0064   1176.140   1331.400  FS
YEK6636  CT0182    918.480   1277.400   S
YEM0164  CT0561    357.660   1563.600   S
YEY5968  CT0587    723.350   1621.200   S
YFF6970  CT0587   1692.500   1528.500   N
YFH8159  CT0704   1477.090   1099.200  FS
YFK3420  CT0587   1720.970   1672.500  FN
YFK6954  CT0587   1674.560   1384.500   N
YFK9129  CT0176   1474.490    899.400   S
YFM3196  CT0631    936.290   1293.600  FS
YFR1973  CT0623    843.860   1611.300   N
YFS0902  CT0918   1142.990   1282.800  FS
YGC6082  CT0587   1689.250    592.500   N
YGM4866  CT0704   1530.260    883.200   S
YIE0315  CT0704    906.130   1261.200  FS
YIH2385  CT0587    577.620   1692.300   N
YIH5865  CT0587    742.460   1614.000   S
YIS4777  CT0587   1707.710    880.500   N
YIT5190  CT0839   1465.260    969.600   S
YJA3635  CT0019    342.970   1002.000   S
YJD7604  CT0182    912.110   1277.400  FS
YJP0675  CT0587   1681.320   1204.500   N
YJP1225  CT0900   1124.010   1342.200   S
YJS6661  CT0198   1128.430   1250.400   S
YKF5830  CT0587   1676.900    592.500   N
YKL5115  CT0150   1524.280   1093.800  FS
YKP8651  CT0587   1712.910    916.500   N
YKZ5408  CT0587    442.810   1067.700  FN
YLE1021  CT0704   1154.430   1255.800   S
YLN1596  CT0587   1693.410   1060.500   N
YMN2280  CT0182   1480.340    921.000  FS
YMX5344  CT0587    436.310   1396.200   S
YMZ1063  CT0587   1681.450    844.500   N
YMZ9850  CT0196   1435.490    926.400  FS
YNG2562  CT0587    617.010   1600.500  FN
YNO5989  CT0587   1702.770    880.500   N
YNR3754  CT0078   1475.010    942.600   S
YNW2861  CT0623   1604.360    734.700  FN
YNY1477  CT0589   1468.120    985.800  FS
YNZ2811  CT0900   1087.350   1309.800   S
YOB2596  CT0587   1711.090   1348.500  FN
YOC1735  CT0587   1712.910    808.500   N
YOE4909  CT0587   1676.770   1312.500   N
YOQ1306  CT0587    516.130   1600.500  FN
YOU3639  CT0587    417.590   1055.100  FN
YOY7711  CT0629   1671.180   1132.500   N
YPA2445  CT0900   1060.960   1309.800   S
YPH2095  CT0078   1417.030    888.600   S
YPI1675  CT0587   1706.280    556.500   N
YPQ9971  CT0589   1526.230    969.600  FS
YQC8923  CT0918    918.090   1299.000  FS
YQE2411  CT0196   1018.320   1326.000  FS
YQJ8036  CT0103   1154.430   1277.400  FS
YQK9588  CT0587    474.920   1145.100  FN
YQN6705  CT0587    419.800   1110.900  FN
YQO7517  CT0918   1060.960   1299.000  FS
YQT9244  CT0704   1173.670   1347.600  FS
YQV3403  CT0704   1110.880   1326.000   S
YRD4170  CT0587    470.240   1453.800   S
YRG5213  CT0182    943.180   1299.000   S
YRJ2835  CT0587   1694.320    736.500   N
YRO8575  CT0587    487.140   1109.100  FN
YSS8183  CT0587    496.500   1240.500  FN
YSV5958  CT0587   1721.750   1420.500   N
YTA8336  CT0150   1142.470   1261.200   S
YTC4419  CT0587   1690.940   1528.500   N
YTC7381  CT0704   1518.170   1088.400  FS
YTE0244  CT0587    591.400   1600.500  FN
YTF0851  CT0496   1030.670   1331.400   S
YTJ5762  CT0587    690.850   1600.500  FN
YTV6094  CT0587   1682.750   1528.500   N
YUC1105  CT0623    720.880   1796.700   N
YUI5030  CT0587   1722.140   1600.500  FN
YUI7676  CT0587    469.460   1111.800   S
YUS3511  CT0900   1142.730   1299.000  FS
YUX4807  CT0064   1054.720   1320.600   S
YUY2049  CT0587   1676.900    520.500   N
YVA6855  CT0182   1515.310    904.800   S
YVA8456  CT0587    752.860   1601.400   S
YVC2818  CT0198   1122.060   1250.400   S
YVE9610  CT0064   1404.030    980.400  FS
YVF4705  CT0587   1681.450    808.500   N
YVN7801  CT0196   1005.320   1266.600  FS
YVP6101  CT0196   1441.990   1039.800   S
YWC1624  CT0587   1687.300   1096.500   N
YWF8445  CT0704   1386.220    926.400  FS
YWJ0595  CT0587   1684.310   1564.500   N
YWM6340  CT0900   1161.450   1266.600  FS
YWZ8421  CT0103   1530.780    910.200   S
YXJ3003  CT0587    498.190   1544.700   N
YXK7550  CT0589   1464.350   1029.000   S
YXQ0453  CT0650    498.970   1171.200   S
YXV1983  CT0918   1531.300   1045.200  FS
YXX0992  CT0587   1716.030   1204.500  FN
YXX8717  CT0587   1691.460   1312.500   N
YXY4895  CT0587    385.220   1402.500  FN
YYD4201  CT0031   1020.790   1342.200   S
YYD4817  CT0587   1709.790   1132.500   N
YYF0276  CT0839   1520.640    975.000   S
YYH9518  CT0198   1674.300   1024.500  FN
YYP7225  CT0150   1167.170   1342.200   S
YYQ0740  CT0587    427.340   1047.000   S
YYX6319  CT0587   1700.430   1348.500   N
YYX9184  CT0587   1718.370   1456.500   N
YZB4459  CT0587    401.600   1092.000   S
YZH8992  CT0078   1480.990    942.600   S
ZAF3446  CT0587    413.820   1604.100  FN
ZAO4844  CT0587   1719.020   1060.500   N
ZBC0593  CT0587   1686.390   1564.500   N
ZBI6434  CT0918   1404.290    937.200   S
ZBT8094  CT0704   1423.270    899.400  FS
ZBY4163  CT0587   1724.870   1744.500  FN
ZCF1950  CT0198   1366.330    910.200  FS
ZCN3472  CT0794    918.480   1288.200  FS
ZCU7087  CT0704   1523.630    877.800  FS
ZCU9693  CT0704   1537.280    975.000   S
ZCV7478  CT0704   1112.830   1320.600   S
ZDC1413  CT0587   1693.150    664.500   N
ZDF9457  CT0918    936.290   1277.400   S
ZDI9958  CT0150   1510.110   1126.200  FS
ZDY0532  CT0587    485.450   1194.600   S
ZEB8969  CT0704   1067.200   1272.000   S
ZEL5294  CT0802   1453.950   1018.200   S
ZEO7657  CT0587   1711.090   1312.500  FN
ZEV7084  CT0623   1600.590    946.200  FS
ZEW9871  CT0587    490.650   1196.400   S
ZFA4421  CT0587   1675.990   1060.500   N
ZFB2427  CT0176   1531.300    904.800   S
ZFB8609  CT0587    490.650   1198.200   S
ZFD1838  CT0176   1503.870    926.400  FS
ZFD9564  CT0019   1705.630   1204.500  FN
ZFJ0188  CT0704   1067.200   1342.200  FS
ZFN0638  CT0103    961.900   1266.600   S
ZGB0540  CT0078   1409.880    915.600  FS
ZGI4869  CT0587   1724.220   1456.500  FN
ZGP3326  CT0198   1373.610   1023.600   S
ZGT2708  CT0589   1530.390   1002.000  FS
ZGT3079  CT0704   1070.450   1315.200   S
ZGU5488  CT0587    690.720   1644.600   S
ZHE8061  CT0587    367.150   1001.100  FN
ZHE8940  CT0587   1680.670   1564.500   N
ZHG2037  CT0589   1466.430    975.000  FS
ZHQ0714  CT0064   1030.800   1272.000  FS
ZHR6485  CT0623   1608.000    695.100  FN
ZHW1322  CT0587   1718.500    772.500   N
ZIM0051  CT0839   1486.450   1007.400  FS
ZJA8227  CT0198   1086.830   1272.000  FS
ZJH5122  CT0587    404.070   1562.700  FN
ZJT2033  CT0587   1710.570    988.500   N
ZKH9416  CT0587    498.060   1461.000   S
ZKN9869  CT0587    355.710    991.200   S
ZKQ3416  CT0839   1459.540    969.600  FS
ZKT1607  CT0587   1678.980    952.500   N
ZLA8082  CT0130   1354.370    953.400  FS
ZLD9002  CT0704   1030.020   1261.200  FS
ZLM7811  CT0587   1706.800   1528.500  FN
ZLQ2004  CT0130   1374.390    996.600   S
ZLR4877  CT0587    835.280   1605.900  FN
ZLU8493  CT0587   1687.690    736.500   N
ZLZ5420  CT0064   1460.190   1072.200  FS
ZMB9420  CT0589   1371.530    991.200  FS
ZMI0462  CT0587   1674.690   1240.500   N
ZMI0682  CT0589   1524.280    980.400  FS
ZML7669  CT0150   1186.150   1326.000   S
ZMR0165  CT0623   1600.200    955.200   S
ZMS2594  CT0587    479.080   1151.400   S
ZNA0383  CT0918   1104.900   1293.600   S
ZNA4308  CT0623    341.020    993.900   N
ZNF8781  CT0350    971.910   1293.600  FS
ZNI4066  CT0587    495.980   1513.200   S
ZNU6355  CT0623    830.600   1610.400   S
ZNW6280  CT0806   1187.840   1331.400   S
ZOG2277  CT0587    495.070   1262.100  FN
ZOJ6535  CT0587   1687.170    844.500   N
ZOO8575  CT0031   1696.790   1471.800  FS
ZPH2715  CT0337   1460.970    915.600   S
ZPP5224  CT0587   1704.460   1096.500   N
ZPQ6486  CT0839   1504.000    888.600   S
ZPR6432  CT0704   1428.990    942.600  FS
ZQP1973  CT0587   1717.850   1024.500   N
ZRA4118  CT0196   1204.740   1309.800   S
ZRD7086  CT0198   1082.670   1315.200  FS
ZRI7201  CT0306   1687.300   1022.700  FN
ZRT9039  CT0337   1473.580    883.200   S
ZRV8375  CT0587   1700.040    628.500   N
ZSE0093  CT0704   1531.170    991.200   S
ZSK7850  CT0587   1676.380   1204.500   N
ZSL1606  CT0847   1379.720    969.600  FS
ZTE7831  CT0587   1701.990   1204.500   N
ZTG7337  CT0918   1417.550   1023.600   S
ZTH1010  CT0918   1442.120   1050.600   S
ZTK4757  CT0587   1723.440   1636.500  FN
ZTY6788  CT0198   1136.230   1336.800  FS
ZUA0638  CT0587    539.530   1605.900   N
ZUE9578  CT0587    530.950   1605.900  FN
ZUF0848  CT0587    363.640   1371.000   S
ZUF4459  CT0587   1700.040   1132.500   N
ZUJ6403  CT0587   1678.070   1132.500   N
ZUM6682  CT0918   1161.190   1342.200  FS
ZUV3110  CT0196   1011.950   1288.200   S
ZUW3416  CT0587   1717.980    520.500   N
ZUW5182  CT0182   1367.630    883.200  FS
ZVA1493  CT0704   1116.600   1347.600   S
ZVG4393  CT0839   1467.730    980.400   S
ZVT0639  CT0629   1670.140   1600.500   N
ZWE4893  CT0839   1392.460    969.600  FS
ZWK1661  CT0629   1670.530    988.500   N
ZWQ4554  CT0587   1701.730    736.500   N
ZXA7321  CT0794   1527.530    926.400  FS
ZXB7268  CT0587   1716.030   1276.500  FN
ZXD6209  CT0587    684.740   1600.500  FN
ZXE8565  CT0623   1718.630    594.300  FN
ZXU6793  CT0839   1379.850    964.200   S
ZXV7123  CT0198   1072.920   1293.600  FS
ZYH7023  CT0587    485.710   1162.200   S
ZYI8979  CT0587    469.330   1070.400   S
ZYV5789  CT0284   1054.980   1261.200  FS
ZZL8794  CT0839   1354.110    969.600   S
ZZQ9201  CT0587    461.010   1080.300  FN
ZZS7520  CT0198   1185.500   1277.400   S
